source_market,source_record_index,source_identifier,stock_code,instrument_name,raw_security_type,normalized_security_type,included_in_stock_service,exclusion_reason,duplicate_group,listing_date_raw,listing_date_normalized,validation_result
KOSPI,41,KR7234080000,234080,JW생명과학,주권,COMMON,TRUE,,,20161027,2016-10-27,VALID
KOSPI,42,KR7001061001,001065,JW중외제약우,주권,PREFERRED,TRUE,,,19941021,1994-10-21,VALID
KOSPI,43,KR7001062009,001067,JW중외제약2우B,주권,PREFERRED,TRUE,,,19980413,1998-04-13,VALID
KOSPI,44,KR7001060003,001060,JW중외제약,주권,COMMON,TRUE,,,19760614,1976-06-14,VALID
KOSPI,45,KR7096760004,096760,JW홀딩스,주권,COMMON,TRUE,,,20070731,2007-07-31,VALID
KOSPI,46,KR7105560007,105560,KB금융,주권,COMMON,TRUE,,,20081010,2008-10-10,VALID
KOSPI,47,KR7432320000,432320,KB스타리츠,부동산투자회사,REIT,TRUE,,,20221006,2022-10-06,VALID
KOSPI,48,KR7009070004,009070,KCTC,주권,COMMON,TRUE,,,19780929,1978-09-29,VALID
KOSPI,49,KR7003620002,003620,KG모빌리티,주권,COMMON,TRUE,,,19750529,1975-05-29,VALID
KOSPI,50,KR7016380008,016380,KG스틸,주권,COMMON,TRUE,,,19860203,1986-02-03,VALID
KOSPI,51,KR7001390004,001390,KG케미칼,주권,COMMON,TRUE,,,19890825,1989-08-25,VALID
KOSPI,52,KR7001940006,001940,KISCO홀딩스,주권,COMMON,TRUE,,,19891113,1989-11-13,VALID
KOSPI,53,KR7025000001,025000,KPX케미칼,주권,COMMON,TRUE,,,19941227,1994-12-27,VALID
KOSPI,54,KR7092230002,092230,KPX홀딩스,주권,COMMON,TRUE,,,20061012,2006-10-12,VALID
KOSPI,55,KR7000040006,000040,KR모터스,주권,COMMON,TRUE,,,19760525,1976-05-25,VALID
KOSPI,56,KR7093050003,093050,LF,주권,COMMON,TRUE,,,20061201,2006-12-01,VALID
KOSPI,57,KR7003551009,003555,LG우,주권,PREFERRED,TRUE,,,19881118,1988-11-18,VALID
KOSPI,58,KR7034220004,034220,LG디스플레이,주권,COMMON,TRUE,,,20040723,2004-07-23,VALID
KOSPI,59,KR7003550001,003550,LG,주권,COMMON,TRUE,,,19700213,1970-02-13,VALID
KOSPI,60,KR7051901007,051905,LG생활건강우,주권,PREFERRED,TRUE,,,20010425,2001-04-25,VALID
KOSPI,61,KR7051900009,051900,LG생활건강,주권,COMMON,TRUE,,,20010425,2001-04-25,VALID
KOSPI,62,KR7373220003,373220,LG에너지솔루션,주권,COMMON,TRUE,,,20220127,2022-01-27,VALID
KOSPI,63,KR7032640005,032640,LG유플러스,주권,COMMON,TRUE,,,20080421,2008-04-21,VALID
KOSPI,64,KR7011070000,011070,LG이노텍,주권,COMMON,TRUE,,,20080724,2008-07-24,VALID
KOSPI,65,KR7066571001,066575,LG전자우,주권,PREFERRED,TRUE,,,20020422,2002-04-22,VALID
KOSPI,66,KR7066570003,066570,LG전자,주권,COMMON,TRUE,,,20020422,2002-04-22,VALID
KOSPI,67,KR7051911006,051915,LG화학우,주권,PREFERRED,TRUE,,,20010425,2001-04-25,VALID
KOSPI,68,KR7051910008,051910,LG화학,주권,COMMON,TRUE,,,20010425,2001-04-25,VALID
KOSPI,69,KR7079550000,079550,LIG디펜스앤에어로스페이스,주권,COMMON,TRUE,,,20151002,2015-10-02,VALID
KOSPI,70,KR7010120004,010120,LS ELECTRIC,주권,COMMON,TRUE,,,19940711,1994-07-11,VALID
KOSPI,71,KR7000680009,000680,LS네트웍스,주권,COMMON,TRUE,,,19731115,1973-11-15,VALID
KOSPI,72,KR7006260004,006260,LS,주권,COMMON,TRUE,,,19770630,1977-06-30,VALID
KOSPI,73,KR7229640008,229640,LS에코에너지,주권,COMMON,TRUE,,,20160922,2016-09-22,VALID
KOSPI,74,KR7108320003,108320,LX세미콘,주권,COMMON,TRUE,,,20221103,2022-11-03,VALID
KOSPI,75,KR7001120005,001120,LX인터내셔널,주권,COMMON,TRUE,,,19760130,1976-01-30,VALID
KOSPI,76,KR7023150006,023150,MH에탄올,주권,COMMON,TRUE,,,19961224,1996-12-24,VALID
KOSPI,77,KR7035420009,035420,NAVER,주권,COMMON,TRUE,,,20081128,2008-11-28,VALID
KOSPI,78,KR7181710005,181710,NHN,주권,COMMON,TRUE,,,20130829,2013-08-29,VALID
KOSPI,79,KR7338100001,338100,NH프라임리츠,부동산투자회사,REIT,TRUE,,,20191205,2019-12-05,VALID
KOSPI,80,KR7034310003,034310,NICE,주권,COMMON,TRUE,,,20040204,2004-02-04,VALID
KOSPI,81,KR7008260002,008260,NI스틸,주권,COMMON,TRUE,,,19750628,1975-06-28,VALID
KOSPI,82,KR7004251005,004255,NPC우,주권,PREFERRED,TRUE,,,19900115,1990-01-15,VALID
KOSPI,83,KR7004250007,004250,NPC,주권,COMMON,TRUE,,,19690908,1969-09-08,VALID
KOSPI,84,KR7456040005,456040,OCI,주권,COMMON,TRUE,,,20230530,2023-05-30,VALID
KOSPI,85,KR7010951002,010955,S-Oil우,주권,PREFERRED,TRUE,,,19920528,1992-05-28,VALID
KOSPI,86,KR7010950004,010950,S-Oil,주권,COMMON,TRUE,,,19870527,1987-05-27,VALID
KOSPI,87,KR7005090006,005090,SGC에너지,주권,COMMON,TRUE,,,19930106,1993-01-06,VALID
KOSPI,88,KR7001380005,001380,SG글로벌,주권,COMMON,TRUE,,,19760629,1976-06-29,VALID
KOSPI,89,KR7001770007,001770,SHD,주권,COMMON,TRUE,,,19881123,1988-11-23,VALID
KOSPI,90,KR7002360006,002360,SH에너지화학,주권,COMMON,TRUE,,,19851223,1985-12-23,VALID
KOSPI,91,KR7009160003,009160,SIMPAC,주권,COMMON,TRUE,,,19890729,1989-07-29,VALID
KOSPI,92,KR7123700007,123700,SJM,주권,COMMON,TRUE,,,20100531,2010-05-31,VALID
KOSPI,93,KR7025530007,025530,SJM홀딩스,주권,COMMON,TRUE,,,19970212,1997-02-12,VALID
KOSPI,94,KR703473K016,03473K,SK우,주권,PREFERRED,TRUE,,,20150817,2015-08-17,VALID
KOSPI,95,KR7011790003,011790,SKC,주권,COMMON,TRUE,,,19970718,1997-07-18,VALID
KOSPI,96,KR7018670000,018670,SK가스,주권,COMMON,TRUE,,,19970827,1997-08-27,VALID
