source_market,source_record_index,source_identifier,stock_code,instrument_name,raw_security_type,normalized_security_type,included_in_stock_service,exclusion_reason,duplicate_group,listing_date_raw,listing_date_normalized,validation_result
KOSPI,748,KR7005740006,005740,크라운해태홀딩스,주권,COMMON,TRUE,,,19760630,1976-06-30,VALID
KOSPI,749,KR7259960003,259960,크래프톤,주권,COMMON,TRUE,,,20210810,2021-08-10,VALID
KOSPI,750,KR7020120002,020120,키다리스튜디오,주권,COMMON,TRUE,,,19960703,1996-07-03,VALID
KOSPI,751,KR7039490008,039490,키움증권,주권,COMMON,TRUE,,,20090803,2009-08-03,VALID
KOSPI,752,KR7014580005,014580,태경비케이,주권,COMMON,TRUE,,,19910307,1991-03-07,VALID
KOSPI,753,KR7015890007,015890,태경산업,주권,COMMON,TRUE,,,19960130,1996-01-30,VALID
KOSPI,754,KR7006890008,006890,태경케미컬,주권,COMMON,TRUE,,,20030128,2003-01-28,VALID
KOSPI,755,KR7003240009,003240,태광산업,주권,COMMON,TRUE,,,19751227,1975-12-27,VALID
KOSPI,756,KR7011280005,011280,태림포장,주권,COMMON,TRUE,,,19881220,1988-12-20,VALID
KOSPI,757,KR7004101002,004105,태양금속우,주권,PREFERRED,TRUE,,,19900108,1990-01-08,VALID
KOSPI,758,KR7004100004,004100,태양금속,주권,COMMON,TRUE,,,19760525,1976-05-25,VALID
KOSPI,759,KR7009410002,009410,태영건설,주권,COMMON,TRUE,,,19891113,1989-11-13,VALID
KOSPI,760,KR7009411000,009415,태영건설우,주권,PREFERRED,TRUE,,,19941122,1994-11-22,VALID
KOSPI,761,KR7001420009,001420,태원물산,주권,COMMON,TRUE,,,19750624,1975-06-24,VALID
KOSPI,762,KR7055490007,055490,테이팩스,주권,COMMON,TRUE,,,20171031,2017-10-31,VALID
KOSPI,763,KR7078000007,078000,텔코웨어,주권,COMMON,TRUE,,,20040720,2004-07-20,VALID
KOSPI,764,KR7214420002,214420,토니모리,주권,COMMON,TRUE,,,20150710,2015-07-10,VALID
KOSPI,765,KR7091810002,091810,트리니티항공,주권,COMMON,TRUE,,,20180801,2018-08-01,VALID
KOSPI,766,KR7019180009,019180,티에이치엔,주권,COMMON,TRUE,,,19960731,1996-07-31,VALID
KOSPI,767,KR7217590009,217590,티엠씨,주권,COMMON,TRUE,,,20251215,2025-12-15,VALID
KOSPI,768,KR7002900009,002900,TYM,주권,COMMON,TRUE,,,19730626,1973-06-26,VALID
KOSPI,769,KR736328K013,36328K,티와이홀딩스우,주권,PREFERRED,TRUE,,,20200922,2020-09-22,VALID
KOSPI,770,KR7363280009,363280,티와이홀딩스,주권,COMMON,TRUE,,,20200922,2020-09-22,VALID
KOSPI,771,KR7004870002,004870,티웨이홀딩스,주권,COMMON,TRUE,,,19770630,1977-06-30,VALID
KOSPI,772,KR7069260008,069260,TKG휴켐스,주권,COMMON,TRUE,,,20021007,2002-10-07,VALID
KOSPI,773,KR7007980006,007980,TP,주권,COMMON,TRUE,,,19941227,1994-12-27,VALID
KOSPI,774,KR7034230003,034230,파라다이스,주권,COMMON,TRUE,,,20240624,2024-06-24,VALID
KOSPI,775,KR7005690003,005690,파미셀,주권,COMMON,TRUE,,,19880520,1988-05-20,VALID
KOSPI,776,KR7036580009,036580,팜스코,주권,COMMON,TRUE,,,19991025,1999-10-25,VALID
KOSPI,777,KR7004720009,004720,팜젠사이언스,주권,COMMON,TRUE,,,19900615,1990-06-15,VALID
KOSPI,778,KR7028670008,028670,팬오션,주권,COMMON,TRUE,,,20070921,2007-09-21,VALID
KOSPI,779,KR7010820009,010820,퍼스텍,주권,COMMON,TRUE,,,19890510,1989-05-10,VALID
KOSPI,780,KR7016800005,016800,퍼시스,주권,COMMON,TRUE,,,19961224,1996-12-24,VALID
KOSPI,781,KR7001020007,001020,페이퍼코리아,주권,COMMON,TRUE,,,19760626,1976-06-26,VALID
KOSPI,782,KR7090080003,090080,평화산업,주권,COMMON,TRUE,,,20060602,2006-06-02,VALID
KOSPI,783,KR7010770006,010770,평화홀딩스,주권,COMMON,TRUE,,,19860331,1986-03-31,VALID
KOSPI,784,KR7022100002,022100,포스코DX,주권,COMMON,TRUE,,,20240102,2024-01-02,VALID
KOSPI,785,KR7058430000,058430,포스코스틸리온,주권,COMMON,TRUE,,,20020816,2002-08-16,VALID
KOSPI,786,KR7047050000,047050,포스코인터내셔널,주권,COMMON,TRUE,,,20010323,2001-03-23,VALID
KOSPI,787,KR7003670007,003670,포스코퓨처엠,주권,COMMON,TRUE,,,20190529,2019-05-29,VALID
KOSPI,788,KR7005490008,005490,POSCO홀딩스,주권,COMMON,TRUE,,,19880610,1988-06-10,VALID
KOSPI,789,KR7017810003,017810,풀무원,주권,COMMON,TRUE,,,19951005,1995-10-05,VALID
KOSPI,790,KR7103140000,103140,풍산,주권,COMMON,TRUE,,,20080730,2008-07-30,VALID
KOSPI,791,KR7005810007,005810,풍산홀딩스,주권,COMMON,TRUE,,,19880728,1988-07-28,VALID
KOSPI,792,KR8702070002,950210,프레스티지바이오파마,주식예탁증권,DR,FALSE,EXCLUDE_DR,,20210205,2021-02-05,VALID
KOSPI,793,KR7006490007,006490,프리티,주권,COMMON,TRUE,,,19850117,1985-01-17,VALID
KOSPI,794,KR7009810003,009810,플레이그램,주권,COMMON,TRUE,,,19880831,1988-08-31,VALID
KOSPI,795,KR7178920005,178920,PI첨단소재,주권,COMMON,TRUE,,,20210809,2021-08-09,VALID
KOSPI,796,KR7001340009,001340,PKC,주권,COMMON,TRUE,,,19760610,1976-06-10,VALID
KOSPI,797,KR7086790003,086790,하나금융지주,주권,COMMON,TRUE,,,20051212,2005-12-12,VALID
KOSPI,798,KR7293480000,293480,하나제약,주권,COMMON,TRUE,,,20181002,2018-10-02,VALID
KOSPI,799,KR7039130000,039130,하나투어,주권,COMMON,TRUE,,,20111101,2011-11-01,VALID
KOSPI,800,KR7352820005,352820,하이브,주권,COMMON,TRUE,,,20201015,2020-10-15,VALID
KOSPI,801,KR7071090005,071090,하이스틸,주권,COMMON,TRUE,,,20030217,2003-02-17,VALID
KOSPI,802,KR7000082008,000087,하이트진로2우B,주권,PREFERRED,TRUE,,,20110926,2011-09-26,VALID
KOSPI,803,KR7000080002,000080,하이트진로,주권,COMMON,TRUE,,,20091019,2009-10-19,VALID
KOSPI,804,KR7000141002,000145,하이트진로홀딩스우,주권,PREFERRED,TRUE,,,19870929,1987-09-29,VALID
KOSPI,805,KR7000140004,000140,하이트진로홀딩스,주권,COMMON,TRUE,,,19730919,1973-09-19,VALID
KOSPI,806,KR7036460004,036460,한국가스공사,주권,COMMON,TRUE,,,19991215,1999-12-15,VALID
KOSPI,807,KR7005430004,005430,한국공항,주권,COMMON,TRUE,,,19761228,1976-12-28,VALID
KOSPI,808,KR7010040004,010040,한국내화,주권,COMMON,TRUE,,,20001016,2000-10-16,VALID
KOSPI,809,KR7025540006,025540,한국단자,주권,COMMON,TRUE,,,19961016,1996-10-16,VALID
KOSPI,810,KR7010100006,010100,한국무브넥스,주권,COMMON,TRUE,,,19871002,1987-10-02,VALID
KOSPI,811,KR7004090007,004090,한국석유,주권,COMMON,TRUE,,,19770625,1977-06-25,VALID
KOSPI,812,KR7002200004,002200,한국수출포장,주권,COMMON,TRUE,,,19740628,1974-06-28,VALID
KOSPI,813,KR7002960003,002960,한국쉘석유,주권,COMMON,TRUE,,,19880810,1988-08-10,VALID
KOSPI,814,KR7000240002,000240,한국앤컴퍼니,주권,COMMON,TRUE,,,19681227,1968-12-27,VALID
KOSPI,815,KR7033270000,033270,유나이티드제약,주권,COMMON,TRUE,,,20071023,2007-10-23,VALID
KOSPI,816,KR7123890006,123890,한국자산신탁,주권,COMMON,TRUE,,,20160713,2016-07-13,VALID
KOSPI,817,KR7015760002,015760,한국전력,주권,COMMON,TRUE,,,19890810,1989-08-10,VALID
KOSPI,818,KR7052690005,052690,한전기술,주권,COMMON,TRUE,,,20091214,2009-12-14,VALID
KOSPI,819,KR7006200000,006200,한국전자홀딩스,주권,COMMON,TRUE,,,19791130,1979-11-30,VALID
KOSPI,820,KR7027970003,027970,한국제지,주권,COMMON,TRUE,,,19960703,1996-07-03,VALID
KOSPI,821,KR7023350002,023350,한국종합기술,주권,COMMON,TRUE,,,20110428,2011-04-28,VALID
KOSPI,822,KR7025890005,025890,한국주강,주권,COMMON,TRUE,,,19970718,1997-07-18,VALID
KOSPI,823,KR7000970004,000970,한국주철관,주권,COMMON,TRUE,,,19691212,1969-12-12,VALID
KOSPI,824,KR7104700000,104700,한국철강,주권,COMMON,TRUE,,,20080929,2008-09-29,VALID
KOSPI,825,KR7017960006,017960,한국카본,주권,COMMON,TRUE,,,19950708,1995-07-08,VALID
KOSPI,826,KR7161890009,161890,한국콜마,주권,COMMON,TRUE,,,20121019,2012-10-19,VALID
KOSPI,827,KR7161390000,161390,한국타이어앤테크놀로지,주권,COMMON,TRUE,,,20121004,2012-10-04,VALID
KOSPI,828,KR7034830000,034830,한국토지신탁,주권,COMMON,TRUE,,,20160711,2016-07-11,VALID
KOSPI,829,KR7071051007,071055,한국금융지주우,주권,PREFERRED,TRUE,,,20030721,2003-07-21,VALID
KOSPI,830,KR7071050009,071050,한국금융지주,주권,COMMON,TRUE,,,20030721,2003-07-21,VALID
KOSPI,831,KR7007280001,007280,한국특강,주권,COMMON,TRUE,,,19891113,1989-11-13,VALID
KOSPI,832,KR7047810007,047810,한국항공우주,주권,COMMON,TRUE,,,20110630,2011-06-30,VALID
KOSPI,833,KR7123690000,123690,한국화장품,주권,COMMON,TRUE,,,20100601,2010-06-01,VALID
KOSPI,834,KR7003350006,003350,한국화장품제조,주권,COMMON,TRUE,,,19780206,1978-02-06,VALID
KOSPI,835,KR7011500006,011500,한농화성,주권,COMMON,TRUE,,,20030109,2003-01-09,VALID
KOSPI,836,KR7002390003,002390,한독,주권,COMMON,TRUE,,,19760630,1976-06-30,VALID
KOSPI,837,KR7053690004,053690,한미글로벌,주권,COMMON,TRUE,,,20090623,2009-06-23,VALID
KOSPI,838,KR7042700005,042700,한미반도체,주권,COMMON,TRUE,,,20050722,2005-07-22,VALID
KOSPI,839,KR7008930000,008930,한미사이언스,주권,COMMON,TRUE,,,19880620,1988-06-20,VALID
KOSPI,840,KR7128940004,128940,한미약품,주권,COMMON,TRUE,,,20100730,2010-07-30,VALID
KOSPI,841,KR7009240003,009240,한샘,주권,COMMON,TRUE,,,20020716,2002-07-16,VALID
KOSPI,842,KR7020000006,020000,한섬,주권,COMMON,TRUE,,,19960703,1996-07-03,VALID
KOSPI,843,KR7003680006,003680,한성기업,주권,COMMON,TRUE,,,19890126,1989-01-26,VALID
KOSPI,844,KR7105630008,105630,한세실업,주권,COMMON,TRUE,,,20090320,2009-03-20,VALID
KOSPI,845,KR7069640001,069640,한세엠케이,주권,COMMON,TRUE,,,20110621,2011-06-21,VALID
KOSPI,846,KR7016450009,016450,한세예스24홀딩스,주권,COMMON,TRUE,,,20000106,2000-01-06,VALID
KOSPI,847,KR7009180001,009180,한솔로지스틱스,주권,COMMON,TRUE,,,19891113,1989-11-13,VALID
KOSPI,848,KR7213500002,213500,한솔제지,주권,COMMON,TRUE,,,20150126,2015-01-26,VALID
KOSPI,849,KR7014680003,014680,한솔케미칼,주권,COMMON,TRUE,,,19890520,1989-05-20,VALID
KOSPI,850,KR7004710000,004710,한솔테크닉스,주권,COMMON,TRUE,,,19880706,1988-07-06,VALID
KOSPI,851,KR7004150009,004150,한솔홀딩스,주권,COMMON,TRUE,,,19720517,1972-05-17,VALID
KOSPI,852,KR7025750001,025750,한솔홈데코,주권,COMMON,TRUE,,,20031104,2003-11-04,VALID
KOSPI,853,KR7004960001,004960,한신공영,주권,COMMON,TRUE,,,19760707,1976-07-07,VALID
KOSPI,854,KR7011700002,011700,한신기계,주권,COMMON,TRUE,,,19870724,1987-07-24,VALID
KOSPI,855,KR7001751007,001755,한양증권우,주권,PREFERRED,TRUE,,,19891024,1989-10-24,VALID
KOSPI,856,KR7001750009,001750,한양증권,주권,COMMON,TRUE,,,19880304,1988-03-04,VALID
KOSPI,857,KR7018880005,018880,한온시스템,주권,COMMON,TRUE,,,19960731,1996-07-31,VALID
KOSPI,858,KR7009420001,009420,한올바이오파마,주권,COMMON,TRUE,,,19891218,1989-12-18,VALID
KOSPI,859,KR7014130009,014130,한익스프레스,주권,COMMON,TRUE,,,19890725,1989-07-25,VALID
KOSPI,860,KR7300720000,300720,한일시멘트,주권,COMMON,TRUE,,,20180806,2018-08-06,VALID
KOSPI,861,KR7002220002,002220,한일철강,주권,COMMON,TRUE,,,19881007,1988-10-07,VALID
KOSPI,862,KR7003300001,003300,한일홀딩스,주권,COMMON,TRUE,,,19691120,1969-11-20,VALID
KOSPI,863,KR7051600005,051600,한전KPS,주권,COMMON,TRUE,,,20071214,2007-12-14,VALID
KOSPI,864,KR7130660004,130660,한전산업,주권,COMMON,TRUE,,,20101216,2010-12-16,VALID
KOSPI,865,KR7002320000,002320,한진,주권,COMMON,TRUE,,,19740812,1974-08-12,VALID
KOSPI,866,KR7003480001,003480,한진중공업홀딩스,주권,COMMON,TRUE,,,19560303,1956-03-03,VALID
KOSPI,867,KR718064K016,18064K,한진칼우,주권,PREFERRED,TRUE,,,20130916,2013-09-16,VALID
KOSPI,868,KR7180640005,180640,한진칼,주권,COMMON,TRUE,,,20130916,2013-09-16,VALID
KOSPI,869,KR7005110002,005110,한창,주권,COMMON,TRUE,,,19760601,1976-06-01,VALID
KOSPI,870,KR7009460007,009460,한창제지,주권,COMMON,TRUE,,,19871223,1987-12-23,VALID
KOSPI,871,KR7372910000,372910,한컴라이프케어,주권,COMMON,TRUE,,,20210817,2021-08-17,VALID
KOSPI,872,KR700088K015,00088K,한화3우B,주권,PREFERRED,TRUE,,,20161019,2016-10-19,VALID
KOSPI,873,KR745226K018,45226K,한화갤러리아우,주권,PREFERRED,TRUE,,,20230331,2023-03-31,VALID
KOSPI,874,KR7452260003,452260,한화갤러리아,주권,COMMON,TRUE,,,20230331,2023-03-31,VALID
KOSPI,875,KR7451800007,451800,한화리츠,부동산투자회사,REIT,TRUE,,,20230327,2023-03-27,VALID
KOSPI,876,KR7000880005,000880,한화,주권,COMMON,TRUE,,,19760624,1976-06-24,VALID
KOSPI,877,KR7489790006,489790,한화비전,주권,COMMON,TRUE,,,20240927,2024-09-27,VALID
KOSPI,878,KR7088350004,088350,한화생명,주권,COMMON,TRUE,,,20100317,2010-03-17,VALID
KOSPI,879,KR7000370007,000370,한화손해보험,주권,COMMON,TRUE,,,19750630,1975-06-30,VALID
KOSPI,880,KR7009831009,009835,한화솔루션우,주권,PREFERRED,TRUE,,,19891121,1989-11-21,VALID
KOSPI,881,KR7009830001,009830,한화솔루션,주권,COMMON,TRUE,,,19740619,1974-06-19,VALID
KOSPI,882,KR7272210006,272210,한화시스템,주권,COMMON,TRUE,,,20191113,2019-11-13,VALID
KOSPI,883,KR7012450003,012450,한화에어로스페이스,주권,COMMON,TRUE,,,19870527,1987-05-27,VALID
KOSPI,884,KR7082740002,082740,한화엔진,주권,COMMON,TRUE,,,20110104,2011-01-04,VALID
KOSPI,885,KR7042660001,042660,한화오션,주권,COMMON,TRUE,,,20010202,2001-02-02,VALID
KOSPI,886,KR7003531001,003535,한화투자증권우,주권,PREFERRED,TRUE,,,19890506,1989-05-06,VALID
KOSPI,887,KR7003530003,003530,한화투자증권,주권,COMMON,TRUE,,,19861125,1986-11-25,VALID
KOSPI,888,KR7195870001,195870,해성디에스,주권,COMMON,TRUE,,,20160624,2016-06-24,VALID
KOSPI,889,KR7101530004,101530,해태제과식품,주권,COMMON,TRUE,,,20160511,2016-05-11,VALID
KOSPI,890,KR7143210003,143210,핸즈코퍼레이션,주권,COMMON,TRUE,,,20161202,2016-12-02,VALID
KOSPI,891,KR7000721001,000725,현대건설우,주권,PREFERRED,TRUE,,,19890921,1989-09-21,VALID
KOSPI,892,KR7000720003,000720,현대건설,주권,COMMON,TRUE,,,19841222,1984-12-22,VALID
KOSPI,893,KR7453340002,453340,현대그린푸드,주권,COMMON,TRUE,,,20230410,2023-04-10,VALID
KOSPI,894,KR7086280005,086280,현대글로비스,주권,COMMON,TRUE,,,20051226,2005-12-26,VALID
KOSPI,895,KR7064350002,064350,현대로템,주권,COMMON,TRUE,,,20131030,2013-10-30,VALID
KOSPI,896,KR7079430005,079430,현대리바트,주권,COMMON,TRUE,,,20051122,2005-11-22,VALID
KOSPI,897,KR7012330007,012330,현대모비스,주권,COMMON,TRUE,,,19890905,1989-09-05,VALID
KOSPI,898,KR7069960003,069960,현대백화점,주권,COMMON,TRUE,,,20021125,2002-11-25,VALID
KOSPI,899,KR7004560009,004560,현대비앤지스틸,주권,COMMON,TRUE,,,19870324,1987-03-24,VALID
KOSPI,900,KR7004310009,004310,현대약품,주권,COMMON,TRUE,,,19780628,1978-06-28,VALID
KOSPI,901,KR7017800004,017800,현대엘리베이터,주권,COMMON,TRUE,,,19960703,1996-07-03,VALID
KOSPI,902,KR7307950006,307950,현대오토에버,주권,COMMON,TRUE,,,20190328,2019-03-28,VALID
KOSPI,903,KR7011210002,011210,현대위아,주권,COMMON,TRUE,,,20110221,2011-02-21,VALID
KOSPI,904,KR7005381009,005385,현대차우,주권,PREFERRED,TRUE,,,19890911,1989-09-11,VALID
KOSPI,905,KR7005382007,005387,현대차2우B,주권,PREFERRED,TRUE,,,19981202,1998-12-02,VALID
KOSPI,906,KR7005383005,005389,현대차3우B,주권,PREFERRED,TRUE,,,19990415,1999-04-15,VALID
KOSPI,907,KR7005380001,005380,현대차,주권,COMMON,TRUE,,,19740628,1974-06-28,VALID
KOSPI,908,KR7004020004,004020,현대제철,주권,COMMON,TRUE,,,19870523,1987-05-23,VALID
KOSPI,909,KR7005440003,005440,현대지에프홀딩스,주권,COMMON,TRUE,,,19890822,1989-08-22,VALID
KOSPI,910,KR7001500008,001500,현대차증권,주권,COMMON,TRUE,,,19900609,1990-06-09,VALID
KOSPI,911,KR7011760006,011760,현대코퍼레이션,주권,COMMON,TRUE,,,19771201,1977-12-01,VALID
KOSPI,912,KR7227840006,227840,현대코퍼레이션홀딩스,주권,COMMON,TRUE,,,20151023,2015-10-23,VALID
KOSPI,913,KR7126560002,126560,현대퓨처넷,주권,COMMON,TRUE,,,20101223,2010-12-23,VALID
KOSPI,914,KR7001450006,001450,현대해상,주권,COMMON,TRUE,,,19890825,1989-08-25,VALID
KOSPI,915,KR7093240000,093240,형지엘리트,주권,COMMON,TRUE,,,20090928,2009-09-28,VALID
KOSPI,916,KR7003010006,003010,혜인,주권,COMMON,TRUE,,,19880920,1988-09-20,VALID
KOSPI,917,KR7111110003,111110,호전실업,주권,COMMON,TRUE,,,20170202,2017-02-02,VALID
KOSPI,918,KR7008771008,008775,호텔신라우,주권,PREFERRED,TRUE,,,19910809,1991-08-09,VALID
KOSPI,919,KR7008770000,008770,호텔신라,주권,COMMON,TRUE,,,19910312,1991-03-12,VALID
KOSPI,920,KR7378850002,378850,화승알앤에이,주권,COMMON,TRUE,,,20210315,2021-03-15,VALID
KOSPI,921,KR7241590009,241590,화승엔터프라이즈,주권,COMMON,TRUE,,,20161004,2016-10-04,VALID
KOSPI,922,KR7006060008,006060,화승인더,주권,COMMON,TRUE,,,19910204,1991-02-04,VALID
KOSPI,923,KR7013520002,013520,화승코퍼레이션,주권,COMMON,TRUE,,,19910222,1991-02-22,VALID
KOSPI,924,KR7010690006,010690,화신,주권,COMMON,TRUE,,,19940114,1994-01-14,VALID
KOSPI,925,KR7133820001,133820,화인베스틸,주권,COMMON,TRUE,,,20140722,2014-07-22,VALID
KOSPI,926,KR7010660009,010660,화천기계,주권,COMMON,TRUE,,,19881212,1988-12-12,VALID
KOSPI,927,KR7000850008,000850,화천기공,주권,COMMON,TRUE,,,19991118,1999-11-18,VALID
KOSPI,928,KR7016580003,016580,환인제약,주권,COMMON,TRUE,,,19960703,1996-07-03,VALID
KOSPI,929,KR7032560005,032560,황금에스티,주권,COMMON,TRUE,,,20091029,2009-10-29,VALID
KOSPI,930,KR7004800009,004800,효성,주권,COMMON,TRUE,,,19730630,1973-06-30,VALID
KOSPI,931,KR7094280005,094280,효성ITX,주권,COMMON,TRUE,,,20071025,2007-10-25,VALID
KOSPI,932,KR7298040007,298040,효성중공업,주권,COMMON,TRUE,,,20180713,2018-07-13,VALID
KOSPI,933,KR7298020009,298020,효성티앤씨,주권,COMMON,TRUE,,,20180713,2018-07-13,VALID
KOSPI,934,KR7298000001,298000,효성화학,주권,COMMON,TRUE,,,20180713,2018-07-13,VALID
KOSPI,935,KR7093370005,093370,후성,주권,COMMON,TRUE,,,20061222,2006-12-22,VALID
KOSPI,936,KR7005870001,005870,휴니드,주권,COMMON,TRUE,,,19910903,1991-09-03,VALID
KOSPI,937,KR7079980009,079980,휴비스,주권,COMMON,TRUE,,,20120223,2012-02-23,VALID
KOSPI,938,KR7005010004,005010,휴스틸,주권,COMMON,TRUE,,,19730629,1973-06-29,VALID
KOSPI,939,KR7000541003,000545,흥국화재우,주권,PREFERRED,TRUE,,,19900320,1990-03-20,VALID
KOSPI,940,KR7000540005,000540,흥국화재,주권,COMMON,TRUE,,,19741205,1974-12-05,VALID
KOSPI,941,KR7003280005,003280,흥아해운,주권,COMMON,TRUE,,,19760629,1976-06-29,VALID
KOSDAQ,942,KR7098120009,098120,마이크로컨텍솔,주권,COMMON,TRUE,,,20080923,2008-09-23,VALID
KOSDAQ,943,KR7009520008,009520,포스코엠텍,주권,COMMON,TRUE,,,19971110,1997-11-10,VALID
KOSDAQ,944,KR7079810008,079810,APS이노베이션,주권,COMMON,TRUE,,,20050126,2005-01-26,VALID
KOSDAQ,945,KR7058820002,058820,CMG제약,주권,COMMON,TRUE,,,20010831,2001-08-31,VALID
KOSDAQ,946,KR7050120005,050120,ES큐브,주권,COMMON,TRUE,,,20020425,2002-04-25,VALID
KOSDAQ,947,KR7032620007,032620,GC메디아이,주권,COMMON,TRUE,,,19970502,1997-05-02,VALID
KOSDAQ,948,KR7024850000,024850,HLB이노베이션,주권,COMMON,TRUE,,,20010118,2001-01-18,VALID
KOSDAQ,949,KR7024120008,024120,KB오토시스,주권,COMMON,TRUE,,,19941207,1994-12-07,VALID
KOSDAQ,950,KR7044180008,044180,KD,주권,COMMON,TRUE,,,20001116,2000-11-16,VALID
KOSDAQ,951,KR7046440004,046440,KG파이낸셜,주권,COMMON,TRUE,,,20041214,2004-12-14,VALID
KOSDAQ,952,KR7073490005,073490,LIG아큐버,주권,COMMON,TRUE,,,20050204,2005-02-04,VALID
KOSDAQ,953,KR7091970004,091970,LSK아이로봇,주권,COMMON,TRUE,,,20070130,2007-01-30,VALID
KOSDAQ,954,KR7086960002,086960,MDS테크,주권,COMMON,TRUE,,,20060926,2006-09-26,VALID
KOSDAQ,955,KR7054050000,054050,NH농우바이오,주권,COMMON,TRUE,,,20020402,2002-04-02,VALID
KOSDAQ,956,KR7063570006,063570,NICE인프라,주권,COMMON,TRUE,,,20060714,2006-07-14,VALID
KOSDAQ,957,KR7222080004,222080,SFA넥셀,주권,COMMON,TRUE,,,20150902,2015-09-02,VALID
KOSDAQ,958,KR7041930009,041930,SY동아,주권,COMMON,TRUE,,,20011226,2001-12-26,VALID
KOSDAQ,959,KR7048770002,048770,TPC로보틱스,주권,COMMON,TRUE,,,20010116,2001-01-16,VALID
KOSDAQ,960,KR7079940003,079940,가비아,주권,COMMON,TRUE,,,20051019,2005-10-19,VALID
KOSDAQ,961,KR7078890001,078890,가온그룹,주권,COMMON,TRUE,,,20050712,2005-07-12,VALID
KOSDAQ,962,KR7399720002,399720,가온칩스,주권,COMMON,TRUE,,,20220520,2022-05-20,VALID
KOSDAQ,963,KR7036620003,036620,감성코퍼레이션,주권,COMMON,TRUE,,,20000111,2000-01-11,VALID
KOSDAQ,964,KR7198440000,198440,강동씨앤엘,주권,COMMON,TRUE,,,20140813,2014-08-13,VALID
KOSDAQ,965,KR7217730001,217730,강스템바이오텍,주권,COMMON,TRUE,,,20151221,2015-12-21,VALID
KOSDAQ,966,KR7114190002,114190,강원에너지,주권,COMMON,TRUE,,,20091120,2009-11-20,VALID
KOSDAQ,967,KR7094480001,094480,갤럭시아머니트리,주권,COMMON,TRUE,,,20070720,2007-07-20,VALID
KOSDAQ,968,KR7039240007,039240,경남스틸,주권,COMMON,TRUE,,,20000307,2000-03-07,VALID
KOSDAQ,969,KR7053950002,053950,경남제약,주권,COMMON,TRUE,,,20011106,2001-11-06,VALID
KOSDAQ,970,KR7011040003,011040,경동제약,주권,COMMON,TRUE,,,19921218,1992-12-18,VALID
KOSDAQ,971,KR7024910002,024910,경창산업,주권,COMMON,TRUE,,,19941229,1994-12-29,VALID
KOSDAQ,972,KR7049720006,049720,고려신용정보,주권,COMMON,TRUE,,,20020131,2002-01-31,VALID
KOSDAQ,973,KR7014570006,014570,고려제약,주권,COMMON,TRUE,,,20001207,2000-12-07,VALID
KOSDAQ,974,KR7348150004,348150,고바이오랩,주권,COMMON,TRUE,,,20201118,2020-11-18,VALID
KOSDAQ,975,KR8344390008,950190,고스트스튜디오,주식예탁증권,DR,FALSE,EXCLUDE_DR,,20200818,2020-08-18,VALID
KOSDAQ,976,KR7098460009,098460,고영,주권,COMMON,TRUE,,,20080603,2008-06-03,VALID
KOSDAQ,977,KR7035290006,035290,골드앤에스,주권,COMMON,TRUE,,,19991207,1999-12-07,VALID
KOSDAQ,978,KR7215000001,215000,골프존,주권,COMMON,TRUE,,,20150403,2015-04-03,VALID
KOSDAQ,979,KR7121440002,121440,골프존홀딩스,주권,COMMON,TRUE,,,20110520,2011-05-20,VALID
KOSDAQ,980,KR7029480001,029480,광무,주권,COMMON,TRUE,,,19960827,1996-08-27,VALID
KOSDAQ,981,KR7026910000,026910,광진실업,주권,COMMON,TRUE,,,19960103,1996-01-03,VALID
KOSDAQ,982,KR7465320000,465320,교보15호스팩,주권,SPAC,FALSE,EXCLUDE_SPAC,,20231205,2023-12-05,VALID
KOSDAQ,983,KR7482520004,482520,교보16호스팩,주권,SPAC,FALSE,EXCLUDE_SPAC,,20240813,2024-08-13,VALID
KOSDAQ,984,KR7489210005,489210,교보17호스팩,주권,SPAC,FALSE,EXCLUDE_SPAC,,20241121,2024-11-21,VALID
KOSDAQ,985,KR70041B0002,0041B0,교보18호스팩,주권,SPAC,FALSE,EXCLUDE_SPAC,,20250814,2025-08-14,VALID
KOSDAQ,986,KR70098T0004,0098T0,교보19호스팩,주권,SPAC,FALSE,EXCLUDE_SPAC,,20251212,2025-12-12,VALID
KOSDAQ,987,KR70132G0007,0132G0,교보20호스팩,주권,SPAC,FALSE,EXCLUDE_SPAC,,20260402,2026-04-02,VALID
KOSDAQ,988,KR7053270005,053270,구영테크,주권,COMMON,TRUE,,,20020207,2002-02-07,VALID
KOSDAQ,989,KR7066620006,066620,국보디자인,주권,COMMON,TRUE,,,20020905,2002-09-05,VALID
KOSDAQ,990,KR7043650001,043650,국순당,주권,COMMON,TRUE,,,20000824,2000-08-24,VALID
KOSDAQ,991,KR7006050009,006050,국영지앤엠,주권,COMMON,TRUE,,,19941007,1994-10-07,VALID
KOSDAQ,992,KR7060480001,060480,국일신동,주권,COMMON,TRUE,,,20141229,2014-12-29,VALID
KOSDAQ,993,KR7078130002,078130,국일제지,주권,COMMON,TRUE,,,20041022,2004-10-22,VALID
KOSDAQ,994,KR7307750000,307750,국전,주권,COMMON,TRUE,,,20181219,2018-12-19,VALID
KOSDAQ,995,KR7035080001,035080,그래디언트,주권,COMMON,TRUE,,,19990705,1999-07-05,VALID
KOSDAQ,996,KR7318060001,318060,그래피,주권,COMMON,TRUE,,,20250825,2025-08-25,VALID
