stock_code,instrument_name,market_code,listing_date,listing_date_source,listing_status,listing_status_source,delisting_date,delisting_date_source,current_api_present,historical_api_date,evidence_reference,verification_result
230360,에코마케팅,KRX_KOSDAQ,2016-08-08,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
043090,엑서지21,KRX_KOSDAQ,2001-10-11,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
391060,엔에이치스팩20호,KRX_KOSDAQ,2021-10-05,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
396770,엔에이치스팩22호,KRX_KOSDAQ,2021-12-24,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
422040,엔에이치스팩23호,KRX_KOSDAQ,2022-06-28,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
437780,엔에이치스팩24호,KRX_KOSDAQ,2022-10-20,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
438580,엔에이치스팩25호,KRX_KOSDAQ,2022-11-03,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
439410,엔에이치스팩26호,KRX_KOSDAQ,2022-12-01,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
440820,엔에이치스팩27호,KRX_KOSDAQ,2022-12-16,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
376190,엘비루셈,KRX_KOSDAQ,2021-06-11,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
138690,엘아이에스,KRX_KOSDAQ,2011-06-02,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
019590,엠벤처투자,KRX_KOSDAQ,1989-03-14,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
323230,엠에프엠코리아,KRX_KOSDAQ,2019-06-19,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
050540,엠피씨플러스,KRX_KOSDAQ,2005-12-12,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
115960,연우,KRX_KOSDAQ,2015-11-02,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
048260,오스템임플란트,KRX_KOSDAQ,2007-02-07,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
071460,위니아,KRX_KOSDAQ,2016-07-14,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
064510,유네코,KRX_KOSDAQ,2018-03-15,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
038340,UCI,KRX_KOSDAQ,2001-11-22,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
435380,유안타제10호스팩,KRX_KOSDAQ,2022-10-06,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
367480,유안타제8호스팩,KRX_KOSDAQ,2021-04-05,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
430700,유안타제9호스팩,KRX_KOSDAQ,2022-08-04,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
373340,유진스팩6호,KRX_KOSDAQ,2021-04-08,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
388800,유진스팩7호,KRX_KOSDAQ,2021-09-13,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
442130,유진스팩9호,KRX_KOSDAQ,2022-12-01,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
164060,이루다,KRX_KOSDAQ,2020-08-06,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
181340,이즈미디어,KRX_KOSDAQ,2017-07-26,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
160600,이큐셀,KRX_KOSDAQ,2015-06-26,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
096040,이트론,KRX_KOSDAQ,2008-01-25,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
024810,이화전기,KRX_KOSDAQ,1994-12-29,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
150840,인트로메딕,KRX_KOSDAQ,2013-12-19,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
174880,장원테크,KRX_KOSDAQ,2016-07-15,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
072520,제넨바이오,KRX_KOSDAQ,2004-10-29,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
287410,제이시스메디칼,KRX_KOSDAQ,2018-05-08,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
058420,제이웨이,KRX_KOSDAQ,2002-01-10,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
052670,제일바이오,KRX_KOSDAQ,2002-01-24,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
044060,조광ILI,KRX_KOSDAQ,2001-01-18,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
078650,지나인제약,KRX_KOSDAQ,2010-10-22,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
036180,지더블유바이텍,KRX_KOSDAQ,1999-12-21,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
119860,커넥트웨이브,KRX_KOSDAQ,2011-01-24,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
900280,골든센츄리,KRX_KOSDAQ,2016-10-19,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
424140,케이비제21호스팩,KRX_KOSDAQ,2022-06-23,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
436530,케이비제22호스팩,KRX_KOSDAQ,2022-09-22,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
440200,케이비제23호스팩,KRX_KOSDAQ,2022-11-03,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
226360,KH 건설,KRX_KOSDAQ,2015-10-22,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
111870,KH 전자,KRX_KOSDAQ,2010-11-05,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
078940,코드네이처,KRX_KOSDAQ,2004-08-27,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
069110,코스온,KRX_KOSDAQ,2003-10-14,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
029960,코엔텍,KRX_KOSDAQ,2004-06-18,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
056000,코원플레이,KRX_KOSDAQ,2003-07-11,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
114120,크루셜텍,KRX_KOSDAQ,2010-07-21,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
413600,키움제6호스팩,KRX_KOSDAQ,2022-04-07,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
433530,키움제7호스팩,KRX_KOSDAQ,2022-09-07,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
062860,티엘아이,KRX_KOSDAQ,2006-07-25,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
058530,파나케이아,KRX_KOSDAQ,2002-02-05,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
208340,파멥신,KRX_KOSDAQ,2018-11-21,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
203690,프로스테믹스,KRX_KOSDAQ,2014-09-30,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
057880,피에이치씨,KRX_KOSDAQ,2003-12-29,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
343510,하나금융16호스팩,KRX_KOSDAQ,2020-07-23,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
388220,하나금융19호스팩,KRX_KOSDAQ,2021-10-07,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
400560,하나금융20호스팩,KRX_KOSDAQ,2021-12-27,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
406760,하나금융21호스팩,KRX_KOSDAQ,2022-02-25,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
418170,하나금융22호스팩,KRX_KOSDAQ,2022-05-26,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
427950,하나금융23호스팩,KRX_KOSDAQ,2022-09-15,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
430230,하나금융24호스팩,KRX_KOSDAQ,2022-09-29,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
435620,하나금융25호스팩,KRX_KOSDAQ,2022-10-20,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
372290,하나머스트7호스팩,KRX_KOSDAQ,2021-03-05,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
377400,하이제6호스팩,KRX_KOSDAQ,2021-05-10,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
400840,하이제7호스팩,KRX_KOSDAQ,2021-12-20,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
409570,한국제10호스팩,KRX_KOSDAQ,2022-02-21,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
436610,한국제11호스팩,KRX_KOSDAQ,2022-10-20,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
053590,한국테크놀로지,KRX_KOSDAQ,2001-08-23,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
226440,한송네오텍,KRX_KOSDAQ,2015-10-06,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
386580,한화플러스제2호스팩,KRX_KOSDAQ,2021-08-05,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
430460,한화플러스제3호스팩,KRX_KOSDAQ,2022-09-29,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
000995,DB하이텍1우,KRX_KOSPI,2007-05-21,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
001745,SK네트웍스우,KRX_KOSPI,1989-12-21,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
010145,삼성중공우,KRX_KOSPI,1994-11-22,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
000075,삼양홀딩스우,KRX_KOSPI,1992-02-21,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
001725,신영증권우,KRX_KOSPI,1988-08-16,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
000885,한화우,KRX_KOSPI,1990-01-22,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
004565,현대비앤지스틸우,KRX_KOSPI,1989-08-31,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
000547,흥국화재2우B,KRX_KOSPI,1999-08-09,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
08537M,루트로닉3우C,KRX_KOSDAQ,2016-12-15,KRX_HISTORICAL_API,DELISTED,KRX_API_ABSENCE,,,FALSE,20240102_OR_EARLIER,KRX_OPEN_API_STK_ISU_BASE_INFO,VERIFIED_DELISTED
