market,source_short_code,source_standard_code,source_name,source_security_type,matched_instrument_id,match_method,result,reason_code
KRX_KOSDAQ,263690,263690,디알젬,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,214680,214680,디알텍,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,347850,347850,디앤디파마텍,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,263720,263720,디앤씨미디어,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,376300,376300,디어유,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,241520,241520,DSC인베스트먼트,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,104040,104040,디에스엠,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,109740,109740,디에스케이,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,031860,031860,디에이치엑스컴퍼니,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,290120,290120,DH오토리드,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,025440,025440,DH오토웨어,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,196490,196490,디에이테크놀로지,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,066900,066900,디에이피,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,180400,180400,DXVX,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,092070,092070,디엔에프,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,068790,068790,DMS,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,039840,039840,디오,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,219550,219550,디와이디,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,310870,310870,디와이씨,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,104460,104460,디와이피엔에프,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,113810,113810,디젠스,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,043360,043360,디지아이,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,099520,099520,DGI,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,197140,197140,디지캡,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,068930,068930,디지털대성,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,033130,033130,디지틀조선,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,105740,105740,디케이락,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,263020,263020,디케이앤디,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,290550,290550,디케이티,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,066670,066670,디티씨,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,187220,187220,디티앤씨,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,383930,383930,디티앤씨알오,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,131180,131180,딜리,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,483350,483350,딜리셔스,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,315640,315640,딥노이드,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,900110,900110,딥커머스,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,317120,317120,라닉스,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,462510,462510,라메디텍,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
KRX_KOSDAQ,232680,232680,라온로보틱스,UNKNOWN,valid_id,EXACT_MATCH,INCLUDED,
